Término,Patrón N+ADJ,Estado,Noun en Glosario,Adj en Glosario,Contexto Completo
trabajo a distancia,N/A,No encontrado,No,No,"
TRABAJO A DISTANCIA: de trabajo, en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su  [trabajo a distancia] , para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
periodo,N/A,No encontrado,No,No,"
PERIODO: uno de ellos. 4. Siempre que la duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un  [periodo] de descanso durante la misma de duración no inferior a quince minutos."
periodo,N/A,No encontrado,No,No,"
PERIODO: de seis horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos. Este  [periodo] de descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio colectivo o contrato de trabajo."
periodo,N/A,No encontrado,No,No,"
PERIODO: se establezca por convenio colectivo o contrato de trabajo. En el caso de los trabajadores menores de dieciocho años, el  [periodo] de descanso tendrá una duración mínima de treinta minutos, y deberá establecerse siempre que la duración de la jornada diaria continuada exceda de cuatro horas y media."
periodo,periodo máximo,No encontrado,No,No,"
PERIODO: un proceso de negociación con esta que tendrá que desarrollarse con la máxima celeridad y, en todo caso, durante un  [periodo] máximo de quince días, presumiéndose su concesión si no concurre oposición motivada expresa en este plazo."
periodo,periodo acordado,No encontrado,No,No,"
PERIODO: la decisión. La persona trabajadora tendrá derecho a regresar a la situación anterior a la adaptación una vez concluido el  [periodo] acordado o previsto o cuando decaigan las causas que motivaron la solicitud."
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual. 2. Mediante  [convenio colectivo] o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año."
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: realizada y la duración máxima de la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en  [convenio colectivo] o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: doce horas. El número de horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por  [convenio colectivo] o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
convenio colectivo,N/A,No encontrado,No,No,"
CONVENIO COLECTIVO: quince minutos. Este periodo de descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por  [convenio colectivo] o contrato de trabajo."
horario,horario concreto,No encontrado,No,No,"
HORARIO: de octubre, reguladora de la jurisdicción social. 9. La empresa garantizará el registro diario de jornada, que deberá incluir el  [horario] concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
perjuicio,N/A,No encontrado,No,No,"
PERJUICIO: solicitado cuando existan razones objetivas motivadas para ello. Lo dispuesto en los párrafos anteriores se entiende, en todo caso, sin  [perjuicio] de los permisos a los que tenga derecho la persona trabajadora de acuerdo con lo establecido en el artículo 37 y 48 bis."
perjuicio,N/A,No encontrado,No,No,"
PERJUICIO: que deberá incluir el horario concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora, sin  [perjuicio] de la flexibilidad horaria que se establece en este artículo."
aceptación,N/A,No encontrado,No,No,"
ACEPTACIÓN: si no concurre oposición motivada expresa en este plazo. Finalizado el proceso de negociación, la empresa, por escrito, comunicará la  [aceptación] de la petición."
prestación,N/A,No encontrado,No,No,"
PRESTACIÓN: ley y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la  [prestación] de trabajo resultante de aquella."
prestación,N/A,No encontrado,No,No,"
PRESTACIÓN: duración y distribución de la jornada de trabajo, en la ordenación del tiempo de trabajo y en la forma de  [prestación] , incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
prestación,N/A,No encontrado,No,No,"
PRESTACIÓN: de la jornada de trabajo, en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la  [prestación] de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
disposición,N/A,No encontrado,No,No,"
DISPOSICIÓN: registro de jornada. La empresa conservará los registros a que se refiere este precepto durante cuatro años y permanecerán a  [disposición] de las personas trabajadoras, de sus representantes legales y de la Inspección de Trabajo y Seguridad Social."
duración,N/A,No encontrado,No,No,"
DURACIÓN: Artículo 34. Jornada. 1. La  [duración] de la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo."
duración,N/A,No encontrado,No,No,"
DURACIÓN: 1. La duración de la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo. La  [duración] máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual."
duración,duración máxima,No encontrado,No,No,"
DURACIÓN: trabajo resultante de aquella. La compensación de las diferencias, por exceso o por defecto, entre la jornada realizada y la  [duración] máxima de  la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
duración,N/A,No encontrado,No,No,"
DURACIÓN: la formación y, si trabajasen para varios empleadores, las horas realizadas con cada uno de ellos. 4. Siempre que la  [duración] de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos."
duración,N/A,No encontrado,No,No,"
DURACIÓN: duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de descanso durante la misma de  [duración] no inferior a quince minutos."
duración,duración mínima,No encontrado,No,No,"
DURACIÓN: o contrato de trabajo. En el caso de los trabajadores menores de dieciocho años, el periodo de descanso tendrá una  [duración] mínima de treinta minutos, y deberá establecerse siempre que la duración de la jornada diaria continuada exceda de cuatro horas y media."
duración,duración mínima,No encontrado,No,No,"
DURACIÓN: de dieciocho años, el periodo de descanso tendrá una duración mínima de treinta minutos, y deberá establecerse siempre que la  [duración] de la jornada diaria continuada exceda de cuatro horas y media."
duración,N/A,No encontrado,No,No,"
DURACIÓN: y previa consulta a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y  [duración] de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
duración,N/A,No encontrado,No,No,"
DURACIÓN: profesionales que por sus peculiaridades así lo requieran. 8. Las personas trabajadoras tienen derecho a solicitar las adaptaciones de la  [duración] y distribución de la jornada de trabajo, en la ordenación del tiempo de trabajo y en la forma de prestación, incluida la prestación de su trabajo a distancia, para hacer efectivo su derecho a la conciliación de la vida familiar y laboral."
persona,persona titular,Parcialmente encontrado,Sí,Sí,"
PERSONA: un ejemplar del mismo en un lugar visible de cada centro de trabajo. 7. El Gobierno, a propuesta de la  [persona] titular del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta  a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: de la vida familiar y laboral. Dichas adaptaciones deberán ser razonables y proporcionadas en relación con las necesidades de la  [persona] trabajadora y con las necesidades organizativas o productivas de la empresa."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: hijas mayores de doce años, el cónyuge o pareja de hecho, familiares por consanguinidad hasta el segundo grado de la  [persona] trabajadora, así como de otras personas dependientes cuando, en este último caso, convivan en el mismo domicilio, y que por razones de edad, accidente o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: como indirecta, entre personas trabajadoras de uno y otro sexo. En su ausencia, la empresa, ante la solicitud de la  [persona] trabajadora, abrirá un proceso de negociación con esta que tendrá que desarrollarse con la máxima celeridad y, en todo caso, durante un periodo máximo de quince días, presumiéndose su concesión si no concurre oposición motivada expresa en este plazo."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: la aceptación de la petición. En caso contrario, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la  [persona] trabajadora o bien manifestará la negativa a su ejercicio."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: propuesta alternativa o se deniegue la petición, se motivarán las razones objetivas en las que se sustenta la decisión. La  [persona] trabajadora tendrá derecho a regresar a la situación anterior a la adaptación una vez concluido el período acordado o previsto o cuando decaigan las causas que motivaron la solicitud."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: en los párrafos anteriores se entiende, en todo caso, sin perjuicio de los permisos a los que tenga derecho la  [persona] trabajadora de acuerdo con lo establecido en el artículo 37 y 48 bis."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: lo establecido en el artículo 37 y 48 bis. Las discrepancias surgidas entre la dirección de la empresa y la  [persona] trabajadora serán resueltas por la jurisdicción social, a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí,"
PERSONA: diario de jornada, que deberá incluir el horario concreto de inicio y finalización de la jornada de trabajo de cada  [persona] trabajadora, sin perjuicio de la flexibilidad horaria que se establece en este artículo."
flexibilidad,flexibilidad horaria,Parcialmente encontrado,Sí,No,"
FLEXIBILIDAD: el horario concreto de inicio y finalización de la jornada de trabajo de cada persona trabajadora, sin perjuicio de la  [flexibilidad] horaria que se establece en este artículo."
pacto,N/A,No encontrado,No,No,"
PACTO: de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En defecto de  [pacto] , la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo."
pacto,N/A,No encontrado,No,No,"
PACTO: a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores. En defecto de  [pacto] , las diferencias derivadas de la distribución irregular de la jornada deberán quedar compensadas en el plazo de doce meses desde que se produzcan."
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí,"
COLECTIVO: jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual. 2. Mediante convenio  [colectivo] o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año."
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí,"
COLECTIVO: y la duración máxima de la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio  [colectivo] o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí,"
COLECTIVO: horas. El número de horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por convenio  [colectivo] o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas."
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí,"
COLECTIVO: minutos. Este periodo de descanso se considerará tiempo de trabajo efectivo cuando así esté establecido o se establezca por convenio  [colectivo] o contrato de trabajo."
jornada ordinaria,N/A,No encontrado,No,No,"
JORNADA ORDINARIA: la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo. La duración máxima de la  [jornada ordinaria] de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual."
jornada ordinaria,N/A,No encontrado,No,No,"
JORNADA ORDINARIA: La compensación de las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de la  [jornada ordinaria] de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
calendario laboral,N/A,No encontrado,No,No,"
CALENDARIO LABORAL: la jornada diaria el trabajador se encuentre en su puesto de trabajo. 6. Anualmente se elaborará por la empresa el  [calendario laboral] , debiendo exponerse un ejemplar del mismo en un lugar visible de cada centro de trabajo."
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: computará de modo que tanto al comienzo como al final de la jornada diaria el trabajador se encuentre en su  [puesto de trabajo] ."
compensación,N/A,No encontrado,No,No,"
COMPENSACIÓN: un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella. La  [compensación] de las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de  la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores."
dirección,N/A,No encontrado,No,No,"
DIRECCIÓN: la persona trabajadora de acuerdo con lo establecido en el artículo 37 y 48 bis. Las discrepancias surgidas entre la  [dirección] de la empresa y la persona trabajadora serán resueltas por la jurisdicción social, a través del procedimiento establecido en el artículo 139 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social."
grado,N/A,No encontrado,No,No,"
GRADO: los hijos e hijas mayores de doce años, el cónyuge o pareja de hecho, familiares por consanguinidad hasta el segundo  [grado] de la persona trabajadora, así como de otras personas dependientes cuando, en este último caso, convivan en el mismo domicilio, y que por razones de edad, accidente o enfermedad no puedan valerse por sí mismos, debiendo justificar las circunstancias en las que fundamenta su petición."
