Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
efectos de antigüedad,efectos,de,antigüedad,efectos,antigüedad,efectos de antigüedad,No,No,Sí,No,No,Parcialmente encontrado,"conversión de los contratos formativos en contratos por tiempo indefinido. 7. Las empresas que pretendan efectos de antigüedad podrán solicitar por escrito al servicio público de empleo competente, información relativa a si las"
fraude de ley,fraude,de,ley,fraude,ley,fraude de ley,Sí,Sí,Sí,No,No,Encontrado en glosario,"suscribir contratos formativos, podrán solicitar por escrito al servicio público de empleo competente, información relativa fraude de ley personas a las que pretenden contratar han estado previamente contratadas bajo dicha modalidad y la"
objeto de realización,objeto,de,realización,objeto,realización,objeto de realización,No,No,No,No,Sí,No encontrado,trasladada a la representación legal de las personas trabajadoras y tendrá valor liberatorio a efectos objeto de realización la duración máxima de este contrato.
realización mediante contratos,realización,mediante,contratos,realización,contrato,realización mediante contrato,No,No,Sí,Sí,No,Parcialmente encontrado,la representación legal de las personas trabajadoras y tendrá valor liberatorio a efectos de no realización mediante contratos máxima de este contrato.
número de contratos,número,de,contratos,número,contrato,número de contrato,No,No,Sí,No,No,Parcialmente encontrado,este contrato. número de contratos
contratos por tamaño,contratos,por,tamaño,contrato,tamaño,contrato por tamaño,No,Sí,No,No,No,Parcialmente encontrado,contratos por tamaño
tamaño de centro,tamaño,de,centro,tamaño,centro,tamaño de centro,No,No,No,No,No,No encontrado,tamaño de centro
centro de trabajo,centro,de,trabajo,centro,trabajo,centro de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,centro de trabajo
personas en formación,personas,en,formación,persona,formación,persona en formación,No,Sí,No,No,Sí,Parcialmente encontrado,personas en formación
formación por tutor,formación,por,tutor,formación,tutor,formación por tutor,No,No,Sí,Sí,No,Parcialmente encontrado,formación por tutor
exigencias en relación,exigencias,en,relación,exigencia,relación,exigencia en relación,No,No,No,No,Sí,No encontrado,exigencias en relación
acuerdos de cooperación,acuerdos,de,cooperación,acuerdos,cooperación,acuerdos de cooperación,No,No,Sí,No,Sí,Parcialmente encontrado,acuerdos de cooperación
actividad de tutorización,actividad,de,tutorización,actividad,tutorización,actividad de tutorización,No,Sí,No,No,Sí,Parcialmente encontrado,actividad de tutorización
empresa mediante contratos,empresa,mediante,contratos,empresa,contratos,empresa mediante contratos,No,Sí,No,No,No,Parcialmente encontrado,empresa mediante contratos
compromisos de conversión,compromisos,de,conversión,compromisos,conversión,compromisos de conversión,No,No,Sí,No,Sí,Parcialmente encontrado,compromisos de conversión
contratos por tiempo,contratos,por,tiempo,contrato,tiempo,contrato por tiempo,No,Sí,No,No,No,Parcialmente encontrado,contratos por tiempo
