Término,Patrón N+ADJ,Estado,Noun en Glosario,Adj en Glosario,Contexto
trabajador,N/A,No encontrado,No,No,"
TRABAJADOR: a cinco días laborables en el caso de desplazamientos de duración superior a tres meses; en este último supuesto, el [trabajador] tendrá derecho a un permiso de cuatro días laborables en su domicilio de origen por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a cargo del empresario"
trabajador,N/A,No encontrado,No,No," Contra la orden de desplazamiento, sin perjuicio de su ejecutividad, podrá recurrir el [trabajador] en los mismos términos previstos en el apartado 1 para los traslados"
conflicto colectivo,N/A,No encontrado,No,No," Contra las decisiones a que se refiere el presente apartado se podrá reclamar en [conflicto colectivo] , sin perjuicio de la acción individual prevista en el apartado 1"
salario,N/A,No encontrado,No,No,"
SALARIO: el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de [salario] por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades"
salario,N/A,No encontrado,No,No,"
SALARIO: en este caso la obligación de reserva, o la extinción de su contrato, percibiendo una indemnización de veinte días de [salario] por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades"
comisión,comisión negociadora,Encontrado en glosario,Sí,Sí," La consulta se llevará a cabo en una única [comisión] negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento"
comisión,comisión negociadora,Encontrado en glosario,Sí,Sí, La [comisión] negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes
comisión,comisión representativa,Parcialmente encontrado,Sí,No, La [comisión] representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas
comisión,comisión representativa,Parcialmente encontrado,Sí,No," El plazo máximo para la constitución de la [comisión] representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días"
comisión,comisión representativa,Parcialmente encontrado,Sí,No," Transcurrido el plazo máximo para la constitución de la [comisión] representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los represen - tantes de los trabajadores"
comisión,comisión representativa,Parcialmente encontrado,Sí,No," La falta de constitución de la [comisión] representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración"
comisión,N/A,No encontrado,No,No,"
COMISIÓN: mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la [comisión] representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados"
discapacidad,N/A,No encontrado,No,No," Para hacer efectivo su derecho de protección a la salud, los trabajadores con [discapacidad] que acrediten la necesidad de recibir fuera de su localidad un tratamiento de habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su discapacidad, tendrán derecho preferente a ocupar otro puesto de trabajo, del mismo grupo profesional, que la empresa tuviera vacante en otro de sus centros de trabajo en una localidad en que sea más accesible dicho tratamiento, en los términos y condiciones establecidos en el apartado anterior para las trabajadoras víctimas de violencia de género o de violencia sexual y para las víctimas de terrorismo"
discapacidad,N/A,No encontrado,No,No,"
DISCAPACIDAD: fuera de su localidad un tratamiento de habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su [discapacidad] , tendrán derecho preferente a ocupar otro puesto de trabajo, del mismo grupo profesional, que la empresa tuviera vacante en otro de sus centros de trabajo en una localidad en que sea más accesible dicho tratamiento, en los términos y condiciones establecidos en el apartado anterior para las trabajadoras víctimas de violencia de género o de violencia sexual y para las víctimas de terrorismo"
discapacidad,N/A,No encontrado,No,No,"
DISCAPACIDAD: a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con [discapacidad] "
periodo,N/A,No encontrado,No,No," El traslado a que se refiere el apartado anterior deberá ir precedido de un [periodo] de consultas con los representantes legales de los trabajadores de una duración no superior  a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores"
periodo,N/A,No encontrado,No,No,"
PERIODO: este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un [periodo] de noventa días comprenda a un número de trabajadores de, al menos:
a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores"
periodo,N/A,No encontrado,No,No," Dicho [periodo] de consultas deberá versar sobre las causas motivadoras de la decisión empresarial y la posibilidad de evitar o reducir sus efectos, así como sobre las medidas necesarias para atenuar sus consecuencias para los trabajadores afectados"
periodo,N/A,No encontrado,No,No,"
PERIODO: el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del [periodo] de consultas a los represen - tantes de los trabajadores"
periodo,N/A,No encontrado,No,No," La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del [periodo] de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración"
periodo,N/A,No encontrado,No,No, La apertura del [periodo] de consultas y las posiciones de las partes tras su conclusión deberán ser notificadas a la autoridad laboral para su conocimiento
periodo,N/A,No encontrado,No,No," Durante el [periodo] de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo"
periodo,N/A,No encontrado,No,No," Tras la finalización del [periodo] de consultas el empresario notificará a los trabajadores su decisión sobre el traslado, que se regirá a todos los efectos por lo dispuesto en el apartado 1"
periodo,N/A,No encontrado,No,No, El acuerdo con los representantes de los trabajadores en el [periodo] de consultas se entenderá sin perjuicio del derecho de los trabajadores afectados al ejercicio de la opción prevista en el párrafo tercero del apartado 1
periodo,N/A,No encontrado,No,No," El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del [periodo] de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo"
periodo,N/A,No encontrado,No,No,"
PERIODO: que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho [periodo] "
periodo,N/A,No encontrado,No,No," Terminado este [periodo] , las personas trabajadoras podrán optar entre el regreso a su puesto de trabajo anterior o la continuidad en el nuevo, decayendo en este caso la obligación de reserva, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades"
periodo,N/A,No encontrado,No,No," Los desplazamientos cuya duración en un [periodo] de tres años exceda de doce meses tendrán, a todos los efectos, el tratamiento previsto en esta ley para los traslados"
periodo,N/A,No encontrado,No,No," Mediante convenio colectivo o acuerdo alcanzado durante el [periodo] de consultas se podrán establecer prioridades de permanencia a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad"
cargo,N/A,No encontrado,No,No,"
CARGO: compensación a que se refiere el primer supuesto comprenderá tanto los gastos propios como los de los familiares a su [cargo] , en los términos que se convengan entre las partes, y nunca será inferior a los límites mínimos establecidos en los convenios colectivos"
cargo,N/A,No encontrado,No,No,"
CARGO: domicilio de origen por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a [cargo] del empresario"
perjuicio,N/A,No encontrado,No,No," Sin [perjuicio] de la ejecutividad del traslado en el plazo de incorporación citado, el trabajador que, no habiendo optado por la extinción de su contrato, se muestre disconforme con la decisión empresarial podrá impugnarla ante la jurisdicción social"
perjuicio,N/A,No encontrado,No,No," Contra las decisiones a que se refiere el presente apartado se podrá reclamar en conflicto colectivo, sin [perjuicio] de la acción individual prevista en el apartado 1"
perjuicio,N/A,No encontrado,No,No, El acuerdo con los representantes de los trabajadores en el periodo de consultas se entenderá sin [perjuicio] del derecho de los trabajadores afectados al ejercicio de la opción prevista en el párrafo tercero del apartado 1
perjuicio,N/A,No encontrado,No,No," Contra la orden de desplazamiento, sin [perjuicio] de su ejecutividad, podrá recurrir el trabajador en los mismos términos previstos en el apartado 1 para los traslados"
conformidad,N/A,No encontrado,No,No," Dicho acuerdo requerirá la [conformidad] de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados"
origen,N/A,No encontrado,No,No,"
ORIGEN: o injustificado y, en este último caso, reconocerá el derecho del trabajador a ser reincorporado al centro de trabajo de [origen] "
origen,N/A,No encontrado,No,No,"
ORIGEN: meses; en este último supuesto, el trabajador tendrá derecho a un permiso de cuatro días laborables en su domicilio de [origen] por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a cargo del empresario"
ampliación,N/A,No encontrado,No,No,"
AMPLIACIÓN: transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la [ampliación] de su duración"
autoridad,N/A,No encontrado,No,No,"
AUTORIDAD: La apertura del periodo de consultas y las posiciones de las partes tras su conclusión deberán ser notificadas a la [autoridad] laboral para su conocimiento"
duración,N/A,No encontrado,No,No,"
DURACIÓN: el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una [duración] no superior  a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores"
duración,N/A,No encontrado,No,No,"
DURACIÓN: de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su [duración] "
duración,duración inicial,No encontrado,No,No," El traslado o el cambio de centro de trabajo tendrá una [duración] inicial de entre seis y doce meses, durante los cuales la empresa tendrá la obligación de reservar el puesto de trabajo que anteriormente ocupaban las personas trabajadoras"
duración,N/A,No encontrado,No,No,"
DURACIÓN: la fecha de su efectividad, que no podrá ser inferior a cinco días laborables en el caso de desplazamientos de [duración] superior a tres meses; en este último supuesto, el trabajador tendrá derecho a un permiso de cuatro días laborables en su domicilio de origen por cada tres meses de desplazamiento, sin computar como tales los de viaje, cuyos gastos correrán a cargo del empresario"
duración,N/A,No encontrado,No,No," Los desplazamientos cuya [duración] en un periodo de tres años exceda de doce meses tendrán, a todos los efectos, el tratamiento previsto en esta ley para los traslados"
ámbito,N/A,No encontrado,No,No,"
ÁMBITO: que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el [ámbito] de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo"
organización,organización técnica,Parcialmente encontrado,No,Sí," Se consideraran tales las que estén relacionadas con la competitividad, productividad u [organización] técnica o del trabajo en la empresa, así como las contrataciones referidas a la actividad empresarial"
buena fe,N/A,No encontrado,No,No," Durante el periodo de consultas, las partes deberán negociar de [buena fe] , con vistas a la consecución de un acuerdo"
transcurso,N/A,No encontrado,No,No," La falta de constitución de la comisión representativa no impedirá el inicio y [transcurso] del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración"
colectivo,conflicto colectivo,Encontrado en glosario,Sí,Sí," Contra las decisiones a que se refiere el presente apartado se podrá reclamar en conflicto [colectivo] , sin perjuicio de la acción individual prevista en el apartado 1"
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí," Mediante convenio [colectivo] o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad"
acción,N/A,No encontrado,No,No,"
ACCIÓN: Contra las decisiones a que se refiere el presente apartado se podrá reclamar en conflicto colectivo, sin perjuicio de la [acción] individual prevista en el apartado 1"
dirección,N/A,No encontrado,No,No, La intervención como interlocutores ante la [dirección] de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41
dirección,N/A,No encontrado,No,No," A estos efectos, la [dirección] de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento"
dirección,N/A,No encontrado,No,No," Transcurrido el plazo máximo para la constitución de la comisión representativa, la [dirección] de la empresa podrá comunicar el inicio del periodo de consultas a los represen - tantes de los trabajadores"
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: residencia, el otro, si fuera trabajador de la misma empresa, tendrá derecho al traslado a la misma localidad, si hubiera [puesto de trabajo] "
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: violencia de género, de víctimas de violencia sexual o de víctimas del terrorismo que se vean obligadas a abandonar el [puesto de trabajo] en la localidad donde venían  prestando sus servicios, para hacer efectiva su protección o su derecho a la asistencia social integral, tendrán derecho preferente a ocupar otro puesto de trabajo, del mismo grupo profesional o categoría equivalente, que la empresa tenga vacante en cualquier otro de sus centros de trabajo"
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: servicios, para hacer efectiva su protección o su derecho a la asistencia social integral, tendrán derecho preferente a ocupar otro [puesto de trabajo] , del mismo grupo profesional o categoría equivalente, que la empresa tenga vacante en cualquier otro de sus centros de trabajo"
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: una duración inicial de entre seis y doce meses, durante los cuales la empresa tendrá la obligación de reservar el [puesto de trabajo] que anteriormente ocupaban las personas trabajadoras"
puesto de trabajo,N/A,No encontrado,No,No," Terminado este periodo, las personas trabajadoras podrán optar entre el regreso a su [puesto de trabajo] anterior o la continuidad en el nuevo, decayendo en este caso la obligación de reserva, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades"
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: habilitación o rehabilitación médico-funcional o atención, tratamiento u orientación psicológica relacionado con su discapacidad, tendrán derecho preferente a ocupar otro [puesto de trabajo] , del mismo grupo profesional, que la empresa tuviera vacante en otro de sus centros de trabajo en una localidad en que sea más accesible dicho tratamiento, en los términos y condiciones establecidos en el apartado anterior para las trabajadoras víctimas de violencia de género o de violencia sexual y para las víctimas de terrorismo"
compensación,N/A,No encontrado,No,No," Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una [compensación] por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades"
compensación,N/A,No encontrado,No,No," La [compensación] a que se refiere el primer supuesto comprenderá tanto los gastos propios como los de los familiares a su cargo, en los términos que se convengan entre las partes, y nunca será inferior a los límites mínimos establecidos en los convenios colectivos"
residencia,N/A,No encontrado,No,No,"
RESIDENCIA: centros de trabajo móviles o itinerantes a un centro de trabajo distinto de la misma empresa que exija cambios de [residencia] requerirá la existencia de razones económicas, técnicas, organizativas o de producción que lo justifiquen"
residencia,N/A,No encontrado,No,No," Si por traslado uno de los cónyuges cambia de [residencia] , el otro, si fuera trabajador de la misma empresa, tendrá derecho al traslado a la misma localidad, si hubiera puesto de trabajo"
asistencia social,N/A,No encontrado,No,No,"
ASISTENCIA SOCIAL: de trabajo en la localidad donde venían prestando sus servicios, para hacer efectiva su protección o su derecho a la [asistencia social] integral, tendrán derecho preferente a ocupar otro puesto de trabajo, del mismo grupo profesional o categoría equivalente, que la empresa tenga vacante en cualquier otro de sus centros de trabajo"
conflicto,conflicto colectivo,Encontrado en glosario,Sí,Sí," Contra las decisiones a que se refiere el presente apartado se podrá reclamar en [conflicto] colectivo, sin perjuicio de la acción individual prevista en el apartado 1"
conflicto,N/A,No encontrado,No,No," La interposición del [conflicto] paralizará la tramitación de las acciones individuales iniciadas, hasta su resolución"
