Término,Patrón N+ADJ,Ubicación,Contexto
periodo,duración determinada,Contexto,"PERIODO: por duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo caso al finalizar el [periodo] orrespondiente al año en el que se produzca la jubilación total del trabajador relevado."
periodo,periodos anuales,Contexto,"PERIODO: anual. En este segundo supuesto, el contrato se prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el [periodo] orrespondiente al año en que se produzca la jubilación total del trabajador relevado."
modificación sustancial,modificación sustancial,Término,MODIFICACIÓN SUSTANCIAL: tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una [modificación sustancial] e condiciones de trabajo al amparo de lo dispuesto en el artículo .
aceptación,horas semanales,Contexto,"ACEPTACIÓN: horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de [aceptación] oluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
jubilado,texto refundido,Contexto,"JUBILADO: establecido en el texto refundido de la Ley General de la Seguridad Social. Si, al cumplir dicha edad, el trabajador [jubilado] arcialmente continuase en la empresa, el contrato de relevo que se hubiera celebrado por duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en el que se produzca la jubilación total del trabajador relevado."
jubilado,tiempo restante,Contexto,"JUBILADO: a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante. En el caso del trabajador [jubilado] arcialmente después de haber cumplido la edad de jubilación ordinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
prestación de servicios,tiempo parcial,Contexto,"PRESTACIÓN DE SERVICIOS: y contrato de relevo. El contrato de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la [prestación de servicios] durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."
condiciones de trabajo,forma unilateral,Contexto,CONDICIONES DE TRABAJO: voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de [condiciones de trabajo] l amparo de lo dispuesto en el artículo .
amparo,forma unilateral,Contexto,AMPARO: y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo al [amparo] e lo dispuesto en el artículo .
porcentaje,horas ordinarias,Contexto,"PORCENTAJE: exceder del treinta por ciento de las horas ordinarias de trabajo objeto del contrato. Los convenios colectivos podrán establecer otro [porcentaje] áximo, que, en ningún caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas."
relación laboral,relación laboral,Término,RELACIÓN LABORAL: su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de jubilación parcial. La [relación laboral] e extinguirá al producirse la jubilación total del trabajador.
empresario,horas realizadas,Contexto,"EMPRESARIO: las horas realizadas en cada mes, tanto las ordinarias como las complementarias a que se refiere el apartado . El [empresario] eberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años."
empresario,movilidad voluntaria,Contexto,"EMPRESARIO: económicas, técnicas, organizativas o de producción. A fin de posibilitar la movilidad voluntaria en el trabajo a tiempo parcial, el [empresario] eberá informar a los trabajadores de la empresa sobre la existencia de puestos de trabajo vacantes, de manera que aquellos puedan formular solicitudes de conversión voluntaria de un trabajo a tiempo completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo."
empresario,párrafo anterior,Contexto,"EMPRESARIO: a que se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de lo posible, por el [empresario] La denegación de la solicitud deberá ser notificada por el empresario al trabajador por escrito y de manera motivada."
empresario,manera motivada,Contexto,"EMPRESARIO: consideración, en la medida de lo posible, por el empresario. La denegación de la solicitud deberá ser notificada por el [empresario] l trabajador por escrito y de manera motivada."
empresario,ordinarias pactadas,Contexto,"EMPRESARIO: como adición a las horas ordinarias pactadas en el contrato a tiempo parcial, conforme a las siguientes reglas: El [empresario] olo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador."
empresario,horas complementarias,Contexto,EMPRESARIO: El pacto de horas complementarias deberá recoger el número de horas complementarias cuya realización podrá ser requerida por el [empresario] El número de horas complementarias pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo objeto del contrato.
empresario,tiempo parcial,Contexto,"EMPRESARIO: tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el [empresario] odrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
empresario,duración mínima,Contexto,"EMPRESARIO: la Seguridad Social. En el supuesto de que el contrato se extinga antes de alcanzar la duración mínima indicada, el [empresario] stará obligado a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante."
centro de trabajo,tiempo completo,Contexto,"CENTRO DE TRABAJO: anterior, se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y [centro de trabajo] con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar."
jornada,tiempo completo,Contexto,"JORNADA: de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la [jornada] de trabajo de un trabajador a tiempo completo comparable."
jornada,trabajo idéntico,Contexto,"JORNADA: un trabajo idéntico o similar. Si en la empresa no hubiera ningún trabajador comparable a tiempo completo, se considerará la [jornada] tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal."
jornada,tiempo completo,Contexto,"JORNADA: completo, se considerará la jornada a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la [jornada] áxima legal."
jornada,convenio colectivo,Contexto,"JORNADA: de su distribución según lo previsto en convenio colectivo. De no observarse estas exigencias, el contrato se presumirá celebrado a [jornada] ompleta, salvo prueba en contrario que acredite el carácter parcial de los servicios."
jornada,carácter parcial,Contexto,"JORNADA: que acredite el carácter parcial de los servicios. Cuando el contrato a tiempo parcial conlleve la ejecución de una [jornada] iaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo."
jornada,tiempo completo,Contexto,"JORNADA: trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha [jornada] iaria, salvo que se disponga otra cosa mediante convenio colectivo."
jornada,límite legal,Contexto,"JORNADA: no podrá exceder del límite legal del trabajo a tiempo parcial definido en el apartado . A estos efectos, la [jornada] e los trabajadores a tiempo parcial se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, tanto las ordinarias como las complementarias a que se refiere el apartado ."
jornada,resúmenes mensuales,Contexto,JORNADA: las complementarias a que se refiere el apartado . El empresario deberá conservar los resúmenes mensuales de los registros de [jornada] urante un periodo mínimo de cuatro años.
jornada,jornada ompleta,Contexto,"JORNADA: mínimo de cuatro años. En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a [jornada] ompleta, salvo prueba en contrario que acredite el carácter parcial de los servicios."
jornada,horas complementarias,Contexto,JORNADA: Solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial con una [jornada] e trabajo no inferior a diez horas semanales en cómputo anual.
jornada,horas complementarias,Contexto,"JORNADA: sancionable. Sin perjuicio del pacto de horas complementarias, en los contratos a tiempo parcial de duración indefinida con una [jornada] e trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
jornada,horas complementarias,Contexto,"JORNADA: la letra c). La realización de horas complementarias habrá de respetar, en todo caso, los límites en materia de [jornada] descansos establecidos en los artículos ."
jornada,disposiciones concordantes,Contexto,"JORNADA: de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de [jornada] de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
jornada,apartado siguiente,Contexto,"JORNADA: concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la [jornada] e trabajo dejada vacante por el trabajador que se jubila parcialmente."
jornada,texto refundido,Contexto,"JORNADA: corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social. La reducción de [jornada] de salario podrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
jornada,jornada ompleta,Contexto,"JORNADA: jornada y de salario podrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se concierte a [jornada] ompleta y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
jornada,jornada ejada,Contexto,"JORNADA: de la Seguridad Social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de [jornada] ejada vacante por el mismo podrá ser indefinida o anual."
jornada,párrafo segundo,Contexto,"JORNADA: Salvo en el supuesto previsto en el párrafo segundo del apartado , el contrato de relevo podrá celebrarse a [jornada] ompleta o a tiempo parcial."
jornada,jornada completa,Contexto,"JORNADA: el contrato de relevo podrá celebrarse a jornada completa o a tiempo parcial. En todo caso, la duración de la [jornada] eberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido."
jornada,tiempo parcial,Contexto,"JORNADA: a tiempo parcial. En todo caso, la duración de la jornada deberá ser, como mínimo, igual a la reducción de [jornada] cordada por el trabajador sustituido."
conducta,horas complementarias,Contexto,"CONDUCTA: tales reglas, la negativa del trabajador a la realización de las horas complementarias, pese a haber sido pactadas, no constituirá [conducta] aboral sancionable."
conducta,horas ordinarias,Contexto,"CONDUCTA: colectivo, de las horas ordinarias objeto del contrato. La negativa del trabajador a la realización de estas horas no constituirá [conducta] aboral sancionable."
jubilación parcial,jubilación parcial,Término,"JUBILACIÓN PARCIAL: salarios y en los documentos de cotización a la Seguridad Social. Para que el trabajador pueda acceder a la [jubilación parcial] en los términos establecidos en el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
jubilación parcial,jubilación parcial,Término,JUBILACIÓN PARCIAL: tiempo parcial y su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de [jubilación parcial] La relación laboral se extinguirá al producirse la jubilación total del trabajador.
jubilación parcial,jubilación parcial,Término,"JUBILACIÓN PARCIAL: lo establecido en los dos párrafos siguientes, la duración del contrato de relevo que se celebre como consecuencia de una [jubilación parcial] endrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
contrato,tiempo parcial,Contexto,CONTRATO: Artículo . [contrato] a tiempo parcial y contrato de relevo.
contrato,tiempo parcial,Contexto,CONTRATO: Artículo . Contrato a tiempo parcial y [contrato] de relevo.
contrato,tiempo parcial,Contexto,"CONTRATO: Artículo . Contrato a tiempo parcial y contrato de relevo. El [contrato] de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."
contrato,tiempo completo,Contexto,"CONTRATO: comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de [contrato] e trabajo y que realice un trabajo idéntico o similar."
contrato,tiempo completo,Contexto,"CONTRATO: a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal. El [contrato] tiempo parcial podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación."
contrato,tiempo parcial,Contexto,CONTRATO: en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación. (Derogado) . El [contrato] tiempo parcial se regirá por las siguientes reglas:
contrato,tiempo parcial,Contexto,"El contrato, conforme a lo dispuesto en el artículo . CONTRATO: esta modalidad de contratación. (Derogado) . El contrato a tiempo parcial se regirá por las siguientes reglas: El [contrato] conforme a lo dispuesto en el artículo ."
contrato,horas ordinarias,Contexto,"CONTRATO: reglas: El contrato, conforme a lo dispuesto en el artículo ., se deberá formalizar necesariamente por escrito. En el [contrato] eberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo."
contrato,convenio colectivo,Contexto,"CONTRATO: contratadas, así como el modo de su distribución según lo previsto en convenio colectivo. De no observarse estas exigencias, el [contrato] e presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios."
contrato,jornada completa,Contexto,"CONTRATO: presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. Cuando el [contrato] tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo."
contrato,periodo mínimo,Contexto,"CONTRATO: de jornada durante un periodo mínimo de cuatro años. En caso de incumplimiento de las referidas obligaciones de registro, el [contrato] e presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios."
contrato,movilidad profesionales,Contexto,"CONTRATO: progresión y movilidad profesionales. Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el [contrato] tiempo parcial, conforme a las siguientes reglas:"
contrato,empresario solo,Contexto,"El empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. CONTRATO: hubiera pactado expresamente con el trabajador. El pacto sobre horas complementarias podrá acordarse en el momento de la celebración del [contrato] tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato."
contrato,tiempo parcial,Contexto,"CONTRATO: del contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al [contrato] El pacto se formalizará necesariamente por escrito."
contrato,horas complementarias,Contexto,"CONTRATO: número de horas complementarias pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo objeto del [contrato] Los convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas."
contrato,familiares enunciadas,Contexto,"CONTRATO: familiares enunciadas en el artículo . .ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria.ª Incompatibilidad con otro [contrato] tiempo parcial."
contrato,convenio colectivo,Contexto,"CONTRATO: podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del [contrato] La negativa del trabajador a la realización de estas horas no constituirá conducta laboral sancionable."
contrato,apartado siguiente,Contexto,"CONTRATO: un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un [contrato] e relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
contrato,trabajo dejada,Contexto,CONTRATO: de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente. También se podrá concertar el [contrato] e relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social.
contrato,jornada completa,Contexto,"CONTRATO: la Seguridad Social. La reducción de jornada y de salario podrá alcanzar el setenta y cinco por ciento cuando el [contrato] e relevo se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
contrato,requisitos establecidos,Contexto,CONTRATO: cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social. La ejecución de este [contrato] e trabajo a tiempo parcial y su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de jubilación parcial.
contrato,jubilación parcial,Contexto,CONTRATO: trabajador en concepto de jubilación parcial. La relación laboral se extinguirá al producirse la jubilación total del trabajador. El [contrato] e relevo se ajustará a las siguientes reglas:
contrato,duración determinada,Contexto,Se celebrará con un trabajador en situación de desempleo o que tuviese concertado con la empresa un contrato de duración determinada. CONTRATO: siguientes reglas: Se celebrará con un trabajador en situación de desempleo o que tuviese concertado con la empresa un [contrato] e duración determinada.
contrato,duración determinada,Contexto,"CONTRATO: con la empresa un contrato de duración determinada. Salvo lo establecido en los dos párrafos siguientes, la duración del [contrato] e relevo que se celebre como consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
contrato,trabajador jubilado,Contexto,"CONTRATO: Ley General de la Seguridad Social. Si, al cumplir dicha edad, el trabajador jubilado parcialmente continuase en la empresa, el [contrato] e relevo que se hubiera celebrado por duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en el que se produzca la jubilación total del trabajador relevado."
contrato,jubilación total,Contexto,"CONTRATO: se produzca la jubilación total del trabajador relevado. En el supuesto previsto en el párrafo segundo del apartado , el [contrato] e relevo deberá alcanzar al menos una duración igual al resultado de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme al texto refundido de la Ley General de la Seguridad Social."
contrato,texto refundido,Contexto,"CONTRATO: que corresponda conforme al texto refundido de la Ley General de la Seguridad Social. En el supuesto de que el [contrato] e extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante."
contrato,duración mínima,Contexto,"CONTRATO: que el contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo [contrato] n los mismos términos del extinguido, por el tiempo restante."
contrato,jubilación ordinaria,Contexto,"CONTRATO: edad de jubilación ordinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la duración del [contrato] e relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
contrato,jornada dejada,Contexto,"CONTRATO: sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual. En este segundo supuesto, el [contrato] e prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en que se produzca la jubilación total del trabajador relevado."
contrato,jubilación total,Contexto,"CONTRATO: la jubilación total del trabajador relevado. Salvo en el supuesto previsto en el párrafo segundo del apartado , el [contrato] e relevo podrá celebrarse a jornada completa o a tiempo parcial."
tiempo parcial,tiempo parcial,Término,TIEMPO PARCIAL: Artículo . Contrato a [tiempo parcial] y contrato de relevo.
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: Artículo . Contrato a tiempo parcial y contrato de relevo. El contrato de trabajo se entenderá celebrado a [tiempo parcial] cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal. El contrato a [tiempo parcial] odrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación."
tiempo parcial,tiempo parcial,Término,TIEMPO PARCIAL: supuestos en los que legalmente se permita la utilización de esta modalidad de contratación. (Derogado) . El contrato a [tiempo parcial] e regirá por las siguientes reglas:
tiempo parcial,tiempo parcial,Término,"El contrato, conforme a lo dispuesto en el artículo . TIEMPO PARCIAL: a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. Cuando el contrato a [tiempo parcial] onlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo. Los trabajadores a [tiempo parcial] o podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo ."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a [tiempo parcial] efinido en el apartado ."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: legal del trabajo a tiempo parcial definido en el apartado . A estos efectos, la jornada de los trabajadores a [tiempo parcial] e registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, tanto las ordinarias como las complementarias a que se refiere el apartado ."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. Las personas trabajadoras a [tiempo parcial] endrán los mismos derechos que los trabajadores a tiempo completo."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: adoptarse por causas económicas, técnicas, organizativas o de producción. A fin de posibilitar la movilidad voluntaria en el trabajo a [tiempo parcial] el empresario deberá informar a los trabajadores de la empresa sobre la existencia de puestos de trabajo vacantes, de manera que aquellos puedan formular solicitudes de conversión voluntaria de un trabajo a tiempo completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: de manera que aquellos puedan formular solicitudes de conversión voluntaria de un trabajo a tiempo completo en un trabajo a [tiempo parcial] viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a [tiempo parcial] todo ello de conformidad con los procedimientos que se establezcan en convenio colectivo."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: escrito y de manera motivada. Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a [tiempo parcial] la formación profesional continua, a fin de favorecer su progresión y movilidad profesionales."
tiempo parcial,tiempo parcial,Término,TIEMPO PARCIAL: movilidad profesionales. Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a [tiempo parcial] conforme a las siguientes reglas:
tiempo parcial,tiempo parcial,Término,"El empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. TIEMPO PARCIAL: expresamente con el trabajador. El pacto sobre horas complementarias podrá acordarse en el momento de la celebración del contrato a [tiempo parcial] con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato."
tiempo parcial,tiempo parcial,Término,TIEMPO PARCIAL: formalizará necesariamente por escrito. Solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a [tiempo parcial] on una jornada de trabajo no inferior a diez horas semanales en cómputo anual.
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: en el artículo . .ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria.ª Incompatibilidad con otro contrato a [tiempo parcial] El pacto de horas complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores."
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: haber sido pactadas, no constituirá conducta laboral sancionable. Sin perjuicio del pacto de horas complementarias, en los contratos a [tiempo parcial] e duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
tiempo parcial,tiempo parcial,Término,TIEMPO PARCIAL: en el texto refundido de la Ley General de la Seguridad Social. La ejecución de este contrato de trabajo a [tiempo parcial] su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de jubilación parcial.
tiempo parcial,tiempo parcial,Término,"TIEMPO PARCIAL: supuesto previsto en el párrafo segundo del apartado , el contrato de relevo podrá celebrarse a jornada completa o a [tiempo parcial] En todo caso, la duración de la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido."
duración del contrato,duración determinada,Contexto,"DURACIÓN DEL CONTRATO: tuviese concertado con la empresa un contrato de duración determinada. Salvo lo establecido en los dos párrafos siguientes, la [duración del contrato] e relevo que se celebre como consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
duración del contrato,jubilación ordinaria,Contexto,"DURACIÓN DEL CONTRATO: cumplido la edad de jubilación ordinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la [duración del contrato] e relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
exceder,horas ordinarias,Contexto,"EXCEDER: En todo caso, la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá [exceder] el límite legal del trabajo a tiempo parcial definido en el apartado ."
exceder,horas complementarias,Contexto,EXCEDER: número de horas complementarias cuya realización podrá ser requerida por el empresario. El número de horas complementarias pactadas no podrá [exceder] el treinta por ciento de las horas ordinarias de trabajo objeto del contrato.
exceder,convenios colectivos,Contexto,"EXCEDER: convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al citado treinta por ciento ni [exceder] el sesenta por ciento de las horas ordinarias contratadas."
incumplimiento,resúmenes mensuales,Contexto,"INCUMPLIMIENTO: deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años. En caso de [incumplimiento] e las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios."
incumplimiento,reglas previstas,Contexto,"INCUMPLIMIENTO: las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores. En caso de [incumplimiento] e tales reglas, la negativa del trabajador a la realización de las horas complementarias, pese a haber sido pactadas, no constituirá conducta laboral sancionable."
formación profesional,formación profesional,Término,"FORMACIÓN PROFESIONAL: motivada. Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a tiempo parcial a la [formación profesional] ontinua, a fin de favorecer su progresión y movilidad profesionales."
interrupción,tiempo completo,Contexto,"INTERRUPCIÓN: la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única [interrupción] n dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo."
