Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
términos establecidos,Parcialmente encontrado,No,Sí,No,No,trabajadores que se jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido términos establecidos texto refundido de la ley general de la seguridad social. la reducción de jornada y
texto refundido,Encontrado en glosario,Sí,No,No,No,parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido texto refundido ley general de la seguridad social. la reducción de jornada y de salario podrá alcanzar
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la ley general ley general seguridad social. la reducción de jornada y de salario podrá alcanzar el setenta y cinco
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la ley general de la seguridad social. seguridad social de jornada y de salario podrá alcanzar el setenta y cinco por ciento cuando el
disposiciones concordantes,Parcialmente encontrado,No,Sí,No,No,conforme a lo establecido en el texto refundido de la ley general de la seguridad social. la reducción de jornada disposiciones concordantes salario podrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se
apartado siguiente,No encontrado,No,No,No,No,trabajador cumpla los requisitos establecidos en el texto refundido de la ley general de la seguridad social. la ejecución de apartado siguiente de trabajo a tiempo parcial y su retribución serán compatibles con la pensión que la
trabajo dejada,Parcialmente encontrado,No,Sí,No,No,la ley general de la seguridad social. la ejecución de este contrato de trabajo a tiempo parcial y su retribución trabajo dejada con la pensión que la seguridad social reconozca al trabajador en concepto de jubilación parcial.
jubilación ordinaria,Parcialmente encontrado,No,Sí,Sí,Sí,jubilación parcial. la relación laboral se extinguirá al producirse la jubilación total del trabajador. . el contrato de relevo se jubilación ordinaria las siguientes reglas: a se celebrará con un trabajador en situación de desempleo o que
texto refundido,Encontrado en glosario,Sí,No,No,No,jubilación total del trabajador. . el contrato de relevo se ajustará a las siguientes reglas: a se celebrará con un texto refundido situación de desempleo o que tuviese concertado con la empresa un contrato de duración determinada.
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,. el contrato de relevo se ajustará a las siguientes reglas: a se celebrará con un trabajador en situación de ley general que tuviese concertado con la empresa un contrato de duración determinada. b salvo lo establecido
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,relevo se ajustará a las siguientes reglas: a se celebrará con un trabajador en situación de desempleo o que tuviese seguridad social la empresa un contrato de duración determinada. b salvo lo establecido en los dos párrafos
jornada completa,Parcialmente encontrado,No,No,Sí,Sí,"de duración determinada. b salvo lo establecido en los dos párrafos siguientes, la duración del contrato de relevo que se jornada completa consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo"
duración indefinida,No encontrado,No,No,No,No,"salvo lo establecido en los dos párrafos siguientes, la duración del contrato de relevo que se celebre como consecuencia de duración indefinida parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador"
requisitos establecidos,Parcialmente encontrado,No,Sí,No,No,"duración del contrato de relevo que se celebre como consecuencia de una jubilación parcial tendrá que ser indefinida o, como requisitos establecidos al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que"
texto refundido,Encontrado en glosario,Sí,No,No,No,"relevo que se celebre como consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo texto refundido al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo"
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,"como consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador ley general alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la seguridad social jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la ley"
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,"tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en tiempo parcial refundido de la ley general de la seguridad social. si, al cumplir dicha edad, el"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"ordinaria que corresponda conforme a lo establecido en el texto refundido de la ley general de la seguridad social. si, seguridad social dicha edad, el trabajador jubilado parcialmente continuase en la empresa, el contrato de relevo que"
jubilación parcial,Parcialmente encontrado,No,Sí,Sí,Sí,"el texto refundido de la ley general de la seguridad social. si, al cumplir dicha edad, el trabajador jubilado parcialmente jubilación parcial la empresa, el contrato de relevo que se hubiera celebrado por duración determinada podrá prorrogarse"
relación laboral,Encontrado en glosario,Sí,No,Sí,Sí,"la ley general de la seguridad social. si, al cumplir dicha edad, el trabajador jubilado parcialmente continuase en la empresa, relación laboral de relevo que se hubiera celebrado por duración determinada podrá prorrogarse mediante acuerdo con las"
jubilación total,Parcialmente encontrado,No,Sí,No,No,"si, al cumplir dicha edad, el trabajador jubilado parcialmente continuase en la empresa, el contrato de relevo que se hubiera jubilación total duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo"
duración determinada,No encontrado,No,No,No,No,"caso al finalizar el periodo correspondiente al año en el que se produzca la jubilación total del trabajador relevado. en duración determinada previsto en el párrafo segundo del apartado , el contrato de relevo deberá alcanzar al"
párrafos siguientes,No encontrado,No,No,No,No,"que se produzca la jubilación total del trabajador relevado. en el supuesto previsto en el párrafo segundo del apartado , párrafos siguientes de relevo deberá alcanzar al menos una duración igual al resultado de sumar dos años"
jubilación parcial,Parcialmente encontrado,No,Sí,Sí,Sí,"segundo del apartado , el contrato de relevo deberá alcanzar al menos una duración igual al resultado de sumar dos jubilación parcial tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que"
trabajador sustituido,Parcialmente encontrado,No,Sí,Sí,No,de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que trabajador sustituido al texto refundido de la ley general de la seguridad social. en el supuesto de
jubilación ordinaria,Parcialmente encontrado,No,Sí,Sí,Sí,le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme al texto refundido de la jubilación ordinaria de la seguridad social. en el supuesto de que el contrato se extinga antes de
texto refundido,Encontrado en glosario,Sí,No,No,No,"jubilación ordinaria que corresponda conforme al texto refundido de la ley general de la seguridad social. en el supuesto de texto refundido contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a"
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,"conforme al texto refundido de la ley general de la seguridad social. en el supuesto de que el contrato se ley general de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo contrato"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"de la ley general de la seguridad social. en el supuesto de que el contrato se extinga antes de alcanzar seguridad social mínima indicada, el empresario estará obligado a celebrar un nuevo contrato en los mismos términos"
trabajador jubilado,Parcialmente encontrado,No,Sí,Sí,No,"de que el contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un trabajador jubilado en los mismos términos del extinguido, por el tiempo restante. en el caso del trabajador"
duración determinada,No encontrado,No,No,No,No,"a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante. en el caso del trabajador duración determinada después de haber cumplido la edad de jubilación ordinaria prevista en el texto refundido de"
periodos anuales,No encontrado,No,No,No,No,"extinguido, por el tiempo restante. en el caso del trabajador jubilado parcialmente después de haber cumplido la edad de jubilación periodos anuales en el texto refundido de la ley general de la seguridad social, la duración del"
periodo correspondiente,No encontrado,No,No,No,No,"jubilado parcialmente después de haber cumplido la edad de jubilación ordinaria prevista en el texto refundido de la ley general periodo correspondiente seguridad social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir"
jubilación total,Parcialmente encontrado,No,Sí,No,No,"ordinaria prevista en el texto refundido de la ley general de la seguridad social, la duración del contrato de relevo jubilación total celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá"
trabajador relevado,Parcialmente encontrado,No,Sí,No,No,"el texto refundido de la ley general de la seguridad social, la duración del contrato de relevo que podrá celebrar trabajador relevado para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o"
párrafo segundo,No encontrado,No,No,No,No,"seguridad social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada párrafo segundo el mismo podrá ser indefinida o anual. en este segundo supuesto, el contrato se prorrogará"
duración igual,No encontrado,No,No,No,No,"sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual. en este segundo supuesto, el duración igual prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al"
trabajador sustituido,Parcialmente encontrado,No,Sí,Sí,No,"anual. en este segundo supuesto, el contrato se prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el trabajador sustituido al año en que se produzca la jubilación total del trabajador relevado. c salvo en"
jubilación ordinaria,Parcialmente encontrado,No,Sí,Sí,Sí,"se prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en que se jubilación ordinaria jubilación total del trabajador relevado. c salvo en el supuesto previsto en el párrafo segundo"
texto refundido,Encontrado en glosario,Sí,No,No,No,"extinguiéndose en todo caso al finalizar el periodo correspondiente al año en que se produzca la jubilación total del trabajador texto refundido salvo en el supuesto previsto en el párrafo segundo del apartado , el contrato de"
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,"al finalizar el periodo correspondiente al año en que se produzca la jubilación total del trabajador relevado. c salvo en ley general previsto en el párrafo segundo del apartado , el contrato de relevo podrá celebrarse a"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"correspondiente al año en que se produzca la jubilación total del trabajador relevado. c salvo en el supuesto previsto en seguridad social segundo del apartado , el contrato de relevo podrá celebrarse a jornada completa o a"
duración mínima,No encontrado,No,No,No,No,"el supuesto previsto en el párrafo segundo del apartado , el contrato de relevo podrá celebrarse a jornada completa o duración mínima parcial. en todo caso, la duración de la jornada deberá ser, como mínimo, igual a"
tiempo restante,No encontrado,No,No,No,No,"parcial. en todo caso, la duración de la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada tiempo restante trabajador sustituido. el horario de trabajo del trabajador relevista podrá completar el del trabajador sustituido"
trabajador jubilado,Parcialmente encontrado,No,Sí,Sí,No,"la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido. el horario de trabajador jubilado trabajador relevista podrá completar el del trabajador sustituido o simultanearse con él. d el puesto"
jubilación ordinaria,Parcialmente encontrado,No,Sí,Sí,Sí,de jornada acordada por el trabajador sustituido. el horario de trabajo del trabajador relevista podrá completar el del trabajador sustituido jubilación ordinaria con él. d el puesto de trabajo del trabajador relevista podrá ser el mismo del
texto refundido,Encontrado en glosario,Sí,No,No,No,"trabajador sustituido. el horario de trabajo del trabajador relevista podrá completar el del trabajador sustituido o simultanearse con él. d texto refundido de trabajo del trabajador relevista podrá ser el mismo del trabajador sustituido. en todo caso,"
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,"de trabajo del trabajador relevista podrá completar el del trabajador sustituido o simultanearse con él. d el puesto de trabajo ley general relevista podrá ser el mismo del trabajador sustituido. en todo caso, deberá existir una correspondencia"
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,"relevista podrá completar el del trabajador sustituido o simultanearse con él. d el puesto de trabajo del trabajador relevista podrá seguridad social mismo del trabajador sustituido. en todo caso, deberá existir una correspondencia entre las bases de"
jornada dejada,No encontrado,No,No,No,No,"podrá ser el mismo del trabajador sustituido. en todo caso, deberá existir una correspondencia entre las bases de cotización de jornada dejada los términos previstos en el texto refundido de la ley general de la seguridad social."
periodos anuales,No encontrado,No,No,No,No,términos previstos en el texto refundido de la ley general de la seguridad social. e en la negociación colectiva se periodos anuales medidas para impulsar la celebración de contratos de relevo.
periodo correspondiente,No encontrado,No,No,No,No,de la seguridad social. e en la negociación colectiva se podrán establecer medidas para impulsar la celebración de contratos de periodo correspondiente
jubilación total,Parcialmente encontrado,No,Sí,No,No,se podrán establecer medidas para impulsar la celebración de contratos de relevo. jubilación total
trabajador relevado,Parcialmente encontrado,No,Sí,No,No,medidas para impulsar la celebración de contratos de relevo. trabajador relevado
párrafo segundo,No encontrado,No,No,No,No,párrafo segundo
jornada completa,Parcialmente encontrado,No,No,Sí,Sí,jornada completa
tiempo parcial,Parcialmente encontrado,No,No,Sí,Sí,tiempo parcial
jornada acordada,No encontrado,No,No,No,No,jornada acordada
trabajador sustituido,Parcialmente encontrado,No,Sí,Sí,No,trabajador sustituido
trabajador relevista,Parcialmente encontrado,No,Sí,No,No,trabajador relevista
trabajador sustituido,Parcialmente encontrado,No,Sí,Sí,No,trabajador sustituido
trabajador relevista,Parcialmente encontrado,No,Sí,No,No,trabajador relevista
trabajador sustituido,Parcialmente encontrado,No,Sí,Sí,No,trabajador sustituido
términos previstos,Parcialmente encontrado,No,Sí,No,No,términos previstos
texto refundido,Encontrado en glosario,Sí,No,No,No,texto refundido
ley general,Parcialmente encontrado,No,Sí,Sí,Sí,ley general
seguridad social,Encontrado en glosario,Sí,Sí,Sí,Sí,seguridad social
negociación colectiva,Encontrado en glosario,Sí,Sí,Sí,Sí,negociación colectiva
