Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
trabajador en situación,trabajador,en,situación,trabajador,situación,trabajador en situación,No,Sí,No,No,Sí,Parcialmente encontrado,"refundido de la Ley General de la Seguridad Social. En el supuesto de que el trabajador en situación antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo"
situación de desempleo,situación,de,desempleo,situación,desempleo,situación de desempleo,No,No,Sí,Sí,No,Parcialmente encontrado,"la Ley General de la Seguridad Social. En el supuesto de que el contrato se situación de desempleo alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo contrato en"
contrato de duración,contrato,de,duración,contrato,duración,contrato de duración,No,Sí,No,No,Sí,Parcialmente encontrado,"que el contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará contrato de duración un nuevo contrato en los mismos términos del extinguido, por el tiempo restante. En el"
duración del contrato,duración,del,contrato,duración,contrato,duración del contrato,Sí,No,Sí,Sí,No,Encontrado en glosario,"un nuevo contrato en los mismos términos del extinguido, por el tiempo restante. En el duración del contrato jubilado parcialmente después de haber cumplido la edad de jubilación ordinaria prevista en el texto"
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,"contrato en los mismos términos del extinguido, por el tiempo restante. En el caso del contrato de relevo después de haber cumplido la edad de jubilación ordinaria prevista en el texto refundido de"
edad de jubilación,edad,de,jubilación,edad,jubilación,edad de jubilación,No,No,Sí,No,Sí,Parcialmente encontrado,"de la Ley General de la Seguridad Social, la duración del contrato de relevo que edad de jubilación empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida"
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,"contrato se prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el periodo contrato de relevo en que se produzca la jubilación total del trabajador relevado. c) Salvo en el supuesto"
partes por periodos,partes,por,periodos,parte,periodo,parte por periodo,No,Sí,No,No,No,Parcialmente encontrado,"al año en que se produzca la jubilación total del trabajador relevado. c) Salvo en partes por periodos en el párrafo segundo del apartado 6, el contrato de relevo podrá celebrarse a jornada"
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,"la duración de la jornada deberá ser, como mínimo, igual a la reducción de jornada contrato de relevo trabajador sustituido. El horario de trabajo del trabajador relevista podrá completar el del trabajador sustituido"
años al tiempo,años,al,tiempo,año,tiempo,año al tiempo,No,No,No,No,No,No encontrado,acordada por el trabajador sustituido. El horario de trabajo del trabajador relevista podrá completar el años al tiempo o simultanearse con él. d) El puesto de trabajo del trabajador relevista podrá ser el
edad de jubilación,edad,de,jubilación,edad,jubilación,edad de jubilación,No,No,Sí,No,Sí,Parcialmente encontrado,"podrá completar el del trabajador sustituido o simultanearse con él. d) El puesto de trabajo edad de jubilación podrá ser el mismo del trabajador sustituido. En todo caso, deberá existir una correspondencia entre"
términos del extinguido,términos,del,extinguido,término,extinguido,término del extinguido,No,Sí,No,No,No,Parcialmente encontrado,la Ley General de la Seguridad Social. e) En la negociación colectiva se podrán establecer términos del extinguido la celebración de contratos de relevo.
caso del trabajador,caso,del,trabajador,caso,trabajador,caso del trabajador,No,No,Sí,No,No,Parcialmente encontrado,se podrán establecer medidas para impulsar la celebración de contratos de relevo. caso del trabajador
edad de jubilación,edad,de,jubilación,edad,jubilación,edad de jubilación,No,No,Sí,No,Sí,Parcialmente encontrado,de relevo. edad de jubilación
duración del contrato,duración,del,contrato,duración,contrato,duración del contrato,Sí,No,Sí,Sí,No,Encontrado en glosario,duración del contrato
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,contrato de relevo
parte de jornada,parte,de,jornada,parte,jornada,parte de jornada,No,Sí,No,No,No,Parcialmente encontrado,parte de jornada
contrato de relevo,contrato,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,contrato de relevo
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,reducción de jornada
horario de trabajo,horario,de,trabajo,horario,trabajo,horario de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,horario de trabajo
trabajo del trabajador,trabajo,del,trabajador,trabajo,trabajador,trabajo del trabajador,No,Sí,Sí,No,No,Parcialmente encontrado,trabajo del trabajador
puesto de trabajo,puesto,de,trabajo,puesto,trabajo,puesto de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,puesto de trabajo
trabajo del trabajador,trabajo,del,trabajador,trabajo,trabajador,trabajo del trabajador,No,Sí,Sí,No,No,Parcialmente encontrado,trabajo del trabajador
bases de cotización,bases,de,cotización,base,cotización,base de cotización,Sí,No,No,No,Sí,Encontrado en glosario,bases de cotización
celebración de contratos,celebración,de,contratos,celebración,contratos,celebración de contratos,No,Sí,No,Sí,No,Parcialmente encontrado,celebración de contratos
contratos de relevo,contratos,de,relevo,contrato,relevo,contrato de relevo,No,Sí,No,No,No,Parcialmente encontrado,contratos de relevo
