Término,Patrón N+ADJ,Estado,Noun en Glosario,Adj en Glosario,Contexto
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí," En los supuestos previstos en los apartados 4 y 5, la empresa deberá facilitar por escrito a la [persona] trabajadora, en los diez días siguientes al cumplimiento de los plazos indicados, un  documento justificativo sobre su nueva condición de persona trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
persona,N/A,No encontrado,No,No,"
PERSONA: trabajadora, en los diez días siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva condición de [persona] trabajadora fija de la empresa, debiendo informar a la representación legal de los trabajadores sobre dicha circunstancia"
persona,persona trabajadora,Parcialmente encontrado,Sí,Sí," En todo caso, la [persona] trabajadora podrá solicitar, por escrito al servicio público de empleo correspondiente un certificado de los contratos de duración determinada o temporales celebrados, a los efectos de poder acreditar su condición de persona trabajadora fija en la empresa"
persona,N/A,No encontrado,No,No,"
PERSONA: un certificado de los contratos de duración determinada o temporales celebrados, a los efectos de poder acreditar su condición de [persona] trabajadora fija en la empresa"
persona,N/A,No encontrado,No,No,"
PERSONA: El Servicio Público de Empleo emitirá dicho documento y lo pondrá en conocimiento de la empresa en la que la [persona] trabajadora preste sus servicios y de la Inspección de Trabajo y Seguridad Social, si advirtiera que se han sobrepasado los límites máximos temporales establecidos"
ámbito,ámbito sectorial,Parcialmente encontrado,No,Sí, Por convenio colectivo de [ámbito] sectorial se podrá ampliar la duración máxima del contrato hasta un año
representación legal,N/A,No encontrado,No,No," Las empresas, en el último trimestre de cada año, deberán trasladar a la [representación legal] de las personas trabajadoras una previsión anual de uso de estos contratos"
representación legal,N/A,No encontrado,No,No," Dicha información será trasladada, además, a la [representación legal] de las personas trabajadoras"
representación legal,N/A,No encontrado,No,No," Las empresas habrán de notificar, asimismo a la [representación legal] de las personas trabajadoras los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo, cuando no exista obligación legal de entregar copia básica de los mismos"
representación legal,N/A,No encontrado,No,No,"
REPRESENTACIÓN LEGAL: plazos indicados, un documento justificativo sobre su nueva condición de persona trabajadora fija de la empresa, debiendo informar a la [representación legal] de los trabajadores sobre dicha circunstancia"
colectivo,convenio colectivo,Encontrado en glosario,Sí,Sí, Por convenio [colectivo] de ámbito sectorial se podrá ampliar la duración máxima del contrato hasta un año
colectivo,N/A,No encontrado,No,No,"
COLECTIVO: jornada reducida por otra persona trabajadora, cuando dicha reducción se ampare en causas legalmente establecidas o reguladas en el convenio [colectivo] y se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
colectivo,N/A,No encontrado,No,No,"
COLECTIVO: sin que su duración pueda ser en este caso superior a tres meses, o el plazo inferior recogido en convenio [colectivo] , ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
marco,N/A,No encontrado,No,No," No podrá identificarse como causa de este contrato la realización de los trabajos en el [marco] de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa, sin perjuicio de su celebración cuando concurran las circunstancias de la producción en los términos anteriores"
puesto de trabajo,N/A,No encontrado,No,No," Podrán celebrarse contratos de duración determinada para la sustitución de una persona trabajadora con derecho a reserva de [puesto de trabajo] , siempre que se especifique en el contrato el nombre de la persona sustituida y la causa de la sustitución"
puesto de trabajo,N/A,No encontrado,No,No," El contrato de sustitución podrá ser también celebrado para la cobertura temporal de un [puesto de trabajo] durante el proceso de selección o promoción para su cobertura definitiva mediante contrato fijo, sin que su duración pueda ser en este  caso superior a tres meses, o el plazo inferior recogido en convenio colectivo, ni pueda celebrarse un nuevo contrato con el mismo objeto una vez superada dicha duración máxima"
puesto de trabajo,N/A,No encontrado,No,No,"
PUESTO DE TRABAJO: estado contratadas durante un plazo superior a dieciocho meses, con o sin solución de continuidad, para el mismo o diferente [puesto de trabajo] con la misma empresa o grupo de empresas, mediante dos o más contratos por circunstancias de la producción, sea directamente o a través de su puesta a disposición por empresas de trabajo temporal, adquirirán la condición de personas trabajadoras fijas"
puesto de trabajo,N/A,No encontrado,No,No," Asimismo, adquirirá la condición de fija la persona que ocupe un [puesto de trabajo] que haya estado ocupado con o sin solución de continuidad, durante más de dieciocho meses en un periodo de veinticuatro meses mediante contratos por circunstancias de la producción, incluidos los contratos de puesta a disposición realizados con empresas de trabajo temporal"
