Patrón N+PREP+N,Noun1,Preposición,Noun2,Lema Noun1,Lema Noun2,Lema del Patrón,Patrón en Glosario,Noun1 en Glosario,Noun2 en Glosario,Sufijo N1,Sufijo N2,Estado,Contexto
violencia de género,violencia,de,género,violencia,género,violencia de género,No,No,Sí,No,No,Parcialmente encontrado,"y la determinación de los permisos y reducciones de jornada, previstos en los apartados 4, violencia de género corresponderán a la persona trabajadora dentro de su jornada ordinaria. No obstante, los convenios colectivos"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"de jornada, previstos en los apartados 4, 5 y 6, corresponderán a la persona trabajadora reducción de jornada jornada ordinaria. No obstante, los convenios colectivos podrán establecer criterios para la concreción horaria de"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"y laboral de la persona trabajadora y las necesidades productivas y organizativas de las empresas. pareja de hecho salvo fuerza mayor, deberá preavisar al empresario con una antelación de quince días o la"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"necesidades productivas y organizativas de las empresas. La persona trabajadora, salvo fuerza mayor, deberá preavisar reducción de jornada una antelación de quince días o la que se determine en el convenio colectivo aplicable,"
pareja de hecho,pareja,de,hecho,pareja,hecho,pareja de hecho,Sí,No,Sí,No,No,Encontrado en glosario,"persona trabajadora, salvo fuerza mayor, deberá preavisar al empresario con una antelación de quince días pareja de hecho se determine en el convenio colectivo aplicable, precisando la fecha en que iniciará y finalizará"
reducciones de jornada,reducciones,de,jornada,reducción,jornada,reducción de jornada,No,No,No,No,No,No encontrado,"determine en el convenio colectivo aplicable, precisando la fecha en que iniciará y finalizará el reducciones de jornada del lactante o la reducción de jornada. Las discrepancias surgidas entre empresario y trabajador sobre"
objetivas de funcionamiento,objetivas,de,funcionamiento,objetiva,funcionamiento,objetiva de funcionamiento,No,No,No,No,Sí,No encontrado,"6 serán resueltas por la jurisdicción social a través del procedimiento establecido en el artículo objetivas de funcionamiento Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social. 8. Las personas trabajadoras"
derechos de conciliación,derechos,de,conciliación,derechos,conciliación,derechos de conciliación,No,No,Sí,No,Sí,Parcialmente encontrado,"de víctimas de violencia de género, de violencia sexual o de víctimas del terrorismo tendrán derechos de conciliación efectiva su protección o su derecho a la asistencia social integral, a la reducción de"
corresponsabilidad entre mujeres,corresponsabilidad,entre,mujeres,corresponsabilidad,mujer,corresponsabilidad entre mujer,No,No,Sí,No,No,Parcialmente encontrado,"su protección o su derecho a la asistencia social integral, a la reducción de la corresponsabilidad entre mujeres con disminución proporcional del salario o a la reordenación del tiempo de trabajo, a través"
perpetuación de roles,perpetuación,de,roles,perpetuación,rol,perpetuación de rol,No,No,No,Sí,No,No encontrado,"la reducción de la jornada de trabajo con disminución proporcional del salario o a la perpetuación de roles de trabajo, a través de la adaptación del horario, de la aplicación del horario flexible"
estereotipos de género,estereotipos,de,género,estereotipos,género,estereotipos de género,No,No,Sí,No,No,Parcialmente encontrado,"jornada de trabajo con disminución proporcional del salario o a la reordenación del tiempo de estereotipos de género de la adaptación del horario, de la aplicación del horario flexible o de otras formas"
reducciones de jornada,reducciones,de,jornada,reducción,jornada,reducción de jornada,No,No,No,No,No,No encontrado,"través de la adaptación del horario, de la aplicación del horario flexible o de otras reducciones de jornada del tiempo de trabajo que se utilicen en la empresa. También tendrán derecho a realizar"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"o a dejar de hacerlo si este fuera el sistema establecido, siempre en ambos casos reducción de jornada de prestación de servicios sea compatible con el puesto y funciones desarrolladas por la persona."
derechos de conciliación,derechos,de,conciliación,derechos,conciliación,derechos de conciliación,No,No,Sí,No,Sí,Parcialmente encontrado,que esta modalidad de prestación de servicios sea compatible con el puesto y funciones desarrolladas derechos de conciliación Estos derechos se podrán ejercitar en los términos que para estos supuestos concretos se establezcan
permiso de cuidado,permiso,de,cuidado,permiso,cuidado,permiso de cuidado,No,Sí,No,No,No,Parcialmente encontrado,"afectadas. En su defecto, la concreción de estos derechos corresponderá a estas, siendo de aplicación permiso de cuidado en el apartado anterior, incluidas las relativas a la resolución de discrepancias. 9. La persona"
cuidado del lactante,cuidado,del,lactante,cuidado,lactante,cuidado del lactante,No,No,No,No,No,No encontrado,"su defecto, la concreción de estos derechos corresponderá a estas, siendo de aplicación las reglas cuidado del lactante apartado anterior, incluidas las relativas a la resolución de discrepancias. 9. La persona trabajadora tendrá"
reducción de jornada,reducción,de,jornada,reducción,jornada,reducción de jornada,No,No,No,Sí,No,No encontrado,"estos derechos corresponderá a estas, siendo de aplicación las reglas establecidas en el apartado anterior, reducción de jornada a la resolución de discrepancias. 9. La persona trabajadora tendrá derecho a ausentarse del trabajo"
surgidas entre empresario,surgidas,entre,empresario,surgidas,empresario,surgidas entre empresario,No,No,Sí,No,No,Parcialmente encontrado,"aplicación las reglas establecidas en el apartado anterior, incluidas las relativas a la resolución de surgidas entre empresario persona trabajadora tendrá derecho a ausentarse del trabajo por causa de fuerza mayor cuando sea"
consideración de víctimas,consideración,de,víctimas,consideración,víctima,consideración de víctima,No,No,Sí,Sí,No,Parcialmente encontrado,"de ausencia por las causas previstas en el presente apartado equivalentes a cuatro días al consideración de víctimas lo establecido en convenio colectivo o, en su defecto, en acuerdo entre la empresa y"
víctimas de violencia,víctimas,de,violencia,víctima,violencia,víctima de violencia,No,Sí,No,No,No,Parcialmente encontrado,"por las causas previstas en el presente apartado equivalentes a cuatro días al año, conforme víctimas de violencia en convenio colectivo o, en su defecto, en acuerdo entre la empresa y la representación"
violencia de género,violencia,de,género,violencia,género,violencia de género,No,No,Sí,No,No,Parcialmente encontrado,"causas previstas en el presente apartado equivalentes a cuatro días al año, conforme a lo violencia de género colectivo o, en su defecto, en acuerdo entre la empresa y la representación legal de"
víctimas del terrorismo,víctimas,del,terrorismo,víctimas,terrorismo,víctimas del terrorismo,No,No,Sí,No,No,Parcialmente encontrado,"días al año, conforme a lo establecido en convenio colectivo o, en su defecto, en víctimas del terrorismo empresa y la representación legal de las personas trabajadoras aportando las personas trabajadoras, en su"
jornada de trabajo,jornada,de,trabajo,jornada,trabajo,jornada de trabajo,Sí,No,Sí,No,No,Encontrado en glosario,"personas trabajadoras aportando las personas trabajadoras, en su caso, acreditación del motivo de ausencia. jornada de trabajo"
trabajo con disminución,trabajo,con,disminución,trabajo,disminución,trabajo con disminución,No,Sí,No,No,Sí,Parcialmente encontrado,"aportando las personas trabajadoras, en su caso, acreditación del motivo de ausencia. trabajo con disminución"
reordenación del tiempo,reordenación,del,tiempo,reordenación,tiempo,reordenación del tiempo,No,No,No,Sí,No,No encontrado,motivo de ausencia. reordenación del tiempo
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,ausencia. tiempo de trabajo
adaptación del horario,adaptación,del,horario,adaptación,horario,adaptación del horario,No,Sí,No,Sí,No,Parcialmente encontrado,adaptación del horario
aplicación del horario,aplicación,del,horario,aplicación,horario,aplicación del horario,No,Sí,No,Sí,No,Parcialmente encontrado,aplicación del horario
formas de ordenación,formas,de,ordenación,forma,ordenación,forma de ordenación,No,No,No,No,Sí,No encontrado,formas de ordenación
ordenación del tiempo,ordenación,del,tiempo,ordenación,tiempo,ordenación del tiempo,No,No,No,Sí,No,No encontrado,ordenación del tiempo
tiempo de trabajo,tiempo,de,trabajo,tiempo,trabajo,tiempo de trabajo,No,No,Sí,No,No,Parcialmente encontrado,tiempo de trabajo
modalidad de prestación,modalidad,de,prestación,modalidad,prestación,modalidad de prestación,No,No,Sí,No,Sí,Parcialmente encontrado,modalidad de prestación
prestación de servicios,prestación,de,servicios,prestación,servicios,prestación de servicios,Sí,Sí,No,Sí,No,Encontrado en glosario,prestación de servicios
resolución de discrepancias,resolución,de,discrepancias,resolución,discrepancias,resolución de discrepancias,No,Sí,No,Sí,No,Parcialmente encontrado,resolución de discrepancias
trabajo por causa,trabajo,por,causa,trabajo,causa,trabajo por causa,No,Sí,Sí,No,No,Parcialmente encontrado,trabajo por causa
causa de fuerza,causa,de,fuerza,causa,fuerza,causa de fuerza,No,Sí,No,No,No,Parcialmente encontrado,causa de fuerza
caso de enfermedad,caso,de,enfermedad,caso,enfermedad,caso de enfermedad,No,No,No,No,No,No encontrado,caso de enfermedad
horas de ausencia,horas,de,ausencia,horas,ausencia,horas de ausencia,No,No,Sí,No,No,Parcialmente encontrado,horas de ausencia
días al año,días,al,año,día,año,día al año,No,No,No,No,No,No encontrado,días al año
acreditación del motivo,acreditación,del,motivo,acreditación,motivo,acreditación del motivo,No,Sí,Sí,Sí,No,Parcialmente encontrado,acreditación del motivo
motivo de ausencia,motivo,de,ausencia,motivo,ausencia,motivo de ausencia,No,Sí,Sí,No,No,Parcialmente encontrado,motivo de ausencia
