Patrón N+ADJ,Estado,Patrón en Glosario,Noun en Glosario,Adj en Glosario,Adj en Lista Específica,Contexto
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"de violencia sexual o de víctimas del terrorismo tendrán derecho, para hacer efectiva su protección o su derecho a la persona trabajadora integral, a la reducción de la jornada de trabajo con disminución proporcional del salario o"
jornada ordinaria,Parcialmente encontrado,No,No,Sí,Sí,"víctimas del terrorismo tendrán derecho, para hacer efectiva su protección o su derecho a la asistencia social integral, a la jornada ordinaria la jornada de trabajo con disminución proporcional del salario o a la reordenación del tiempo"
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,"efectiva su protección o su derecho a la asistencia social integral, a la reducción de la jornada de trabajo con convenios colectivos del salario o a la reordenación del tiempo de trabajo, a través de la adaptación"
concreción horaria,No encontrado,No,No,No,No,"la asistencia social integral, a la reducción de la jornada de trabajo con disminución proporcional del salario o a la concreción horaria tiempo de trabajo, a través de la adaptación del horario, de la aplicación del horario"
vida personal,Parcialmente encontrado,No,No,Sí,Sí,"de trabajo, a través de la adaptación del horario, de la aplicación del horario flexible o de otras formas de vida personal tiempo de trabajo que se utilicen en la empresa. también tendrán derecho a realizar su"
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"horario, de la aplicación del horario flexible o de otras formas de ordenación del tiempo de trabajo que se utilicen persona trabajadora empresa. también tendrán derecho a realizar su trabajo total o parcialmente a distancia o a"
necesidades productivas,Parcialmente encontrado,No,Sí,No,No,del horario flexible o de otras formas de ordenación del tiempo de trabajo que se utilicen en la empresa. también necesidades productivas a realizar su trabajo total o parcialmente a distancia o a dejar de hacerlo si
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,"del tiempo de trabajo que se utilicen en la empresa. también tendrán derecho a realizar su trabajo total o parcialmente persona trabajadora o a dejar de hacerlo si este fuera el sistema establecido, siempre en ambos casos"
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,"dejar de hacerlo si este fuera el sistema establecido, siempre en ambos casos que esta modalidad de prestación de servicios convenio colectivo con el puesto y funciones desarrolladas por la persona. estos derechos se podrán ejercitar en"
concreción horaria,No encontrado,No,No,No,No,"se podrán ejercitar en los términos que para estos supuestos concretos se establezcan en los convenios colectivos o en los concreción horaria la empresa y los representantes legales de las personas trabajadoras, o conforme al acuerdo entre"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,"acuerdos entre la empresa y los representantes legales de las personas trabajadoras, o conforme al acuerdo entre la empresa y jurisdicción social trabajadoras afectadas. en su defecto, la concreción de estos derechos corresponderá a estas, siendo de"
procedimiento establecido,Parcialmente encontrado,No,Sí,No,No,"los representantes legales de las personas trabajadoras, o conforme al acuerdo entre la empresa y las personas trabajadoras afectadas. en procedimiento establecido la concreción de estos derechos corresponderá a estas, siendo de aplicación las reglas establecidas en"
jurisdicción social,Encontrado en glosario,Sí,Sí,Sí,Sí,"trabajadoras afectadas. en su defecto, la concreción de estos derechos corresponderá a estas, siendo de aplicación las reglas establecidas en jurisdicción social anterior, incluidas las relativas a la resolución de discrepancias. . la persona trabajadora tendrá derecho"
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,"la concreción de estos derechos corresponderá a estas, siendo de aplicación las reglas establecidas en el apartado anterior, incluidas las personas trabajadoras la resolución de discrepancias. . la persona trabajadora tendrá derecho a ausentarse del trabajo por"
violencia sexual,Parcialmente encontrado,No,No,Sí,Sí,"en el apartado anterior, incluidas las relativas a la resolución de discrepancias. . la persona trabajadora tendrá derecho a ausentarse violencia sexual por causa de fuerza mayor cuando sea necesario por motivos familiares urgentes relacionados con familiares"
asistencia social,Encontrado en glosario,Sí,No,Sí,Sí,"del trabajo por causa de fuerza mayor cuando sea necesario por motivos familiares urgentes relacionados con familiares o personas convivientes, asistencia social de enfermedad o accidente que hagan indispensable su presencia inmediata. las personas trabajadoras tendrán derecho"
disminución proporcional,No encontrado,No,No,No,No,"urgentes relacionados con familiares o personas convivientes, en caso de enfermedad o accidente que hagan indispensable su presencia inmediata. las disminución proporcional tendrán derecho a que sean retribuidas las horas de ausencia por las causas previstas en"
horario flexible,No encontrado,No,No,No,No,"que sean retribuidas las horas de ausencia por las causas previstas en el presente apartado equivalentes a cuatro días al horario flexible a lo establecido en convenio colectivo o, en su defecto, en acuerdo entre la empresa"
trabajo total,Parcialmente encontrado,No,Sí,No,No,"en convenio colectivo o, en su defecto, en acuerdo entre la empresa y la representación legal de las personas trabajadoras trabajo total personas trabajadoras, en su caso, acreditación del motivo de ausencia."
sistema establecido,No encontrado,No,No,No,No,"legal de las personas trabajadoras aportando las personas trabajadoras, en su caso, acreditación del motivo de ausencia. sistema establecido"
funciones desarrolladas,No encontrado,No,No,No,No,funciones desarrolladas
convenios colectivos,Encontrado en glosario,Sí,Sí,Sí,No,convenios colectivos
representantes legales,Parcialmente encontrado,No,Sí,Sí,No,representantes legales
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
reglas establecidas,Parcialmente encontrado,No,Sí,No,No,reglas establecidas
apartado anterior,No encontrado,No,No,No,No,apartado anterior
persona trabajadora,Parcialmente encontrado,No,Sí,Sí,No,persona trabajadora
fuerza mayor,Encontrado en glosario,Sí,No,Sí,Sí,fuerza mayor
motivos familiares,Parcialmente encontrado,No,Sí,Sí,Sí,motivos familiares
personas convivientes,Parcialmente encontrado,No,Sí,No,No,personas convivientes
presencia inmediata,No encontrado,No,No,No,No,presencia inmediata
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
causas previstas,Parcialmente encontrado,No,Sí,No,No,causas previstas
convenio colectivo,Encontrado en glosario,Sí,Sí,Sí,No,convenio colectivo
representación legal,Parcialmente encontrado,No,Sí,Sí,No,representación legal
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
personas trabajadoras,Parcialmente encontrado,No,Sí,Sí,No,personas trabajadoras
